topic	word	pos	meaning_zh	chunk	chunk_zh	source_url	source_note	usage_note
健康与医疗	stress	n.	压力；此处不取重音义	manage everyday stress	应对日常压力	https://www.oxfordlearnersdictionaries.com/topic/category/health	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
健康与医疗	anxiety	n.	焦虑或强烈担忧；并非每次都指临床疾病	feel anxiety about an exam	对考试感到焦虑	https://www.oxfordlearnersdictionaries.com/topic/category/health	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
健康与医疗	well-being	n.	身心状态良好、生活安适的状态	support mental well-being	支持心理健康与安适	https://www.oxfordlearnersdictionaries.com/topic/category/health	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
健康与医疗	fatigue	n.	明显的疲劳或疲惫	experience persistent fatigue	感到持续疲劳	https://www.oxfordlearnersdictionaries.com/definition/english/fatigue	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；扩展词的拼写已与 Oxford 词典在线词头核对。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
健康与医疗	immune	adj.	与免疫有关的；另有免受影响义	the immune system	免疫系统	https://www.oxfordlearnersdictionaries.com/topic/category/health	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
健康与医疗	vaccine	n.	帮助身体对特定疾病产生防御的疫苗	develop a vaccine	研发疫苗	https://www.oxfordlearnersdictionaries.com/definition/english/vaccine	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；扩展词的拼写已与 Oxford 词典在线词头核对。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
健康与医疗	screening	n.	为发现潜在问题而进行的筛查	a health screening programme	健康筛查项目	https://www.oxfordlearnersdictionaries.com/topic/category/health	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
健康与医疗	rehabilitation	n.	帮助恢复身体或日常功能的康复	physical rehabilitation	身体功能康复	https://www.oxfordlearnersdictionaries.com/topic/category/health	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
健康与医疗	sedentary	adj.	久坐、缺少身体活动的	a sedentary lifestyle	久坐的生活方式	https://www.oxfordlearnersdictionaries.com/definition/english/sedentary	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；扩展词的拼写已与 Oxford 词典在线词头核对。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
健康与医疗	pain	n.	身体疼痛或精神痛苦	relieve back pain	缓解背部疼痛	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	pain 可指持续疼痛，也可数次疼痛；不要把所有语境固定为可数或不可数。
健康与医疗	fever	n.	体温高于正常范围的发热	have a high fever	发高烧	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
健康与医疗	cough	n.	咳嗽；也可作动词	a persistent cough	持续咳嗽	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
健康与医疗	allergy	n.	对某物发生过敏反应的情况	an allergy to peanuts	对花生过敏	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	名词 allergy to；形容词 allergic to。
健康与医疗	disease	n.	影响身体或生物正常功能的疾病	the spread of disease	疾病传播	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
健康与医疗	disorder	n.	身体或心理功能方面的紊乱；另有混乱义	a sleep disorder	睡眠障碍	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
健康与医疗	disability	n.	身体或精神状况与环境障碍共同影响日常参与的残障状况	access for people with disabilities	为残障人士提供无障碍条件	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	不要将 disability 与一般 illness 完全等同；具体称呼应尊重当事人的偏好。
健康与医疗	diagnose	v.	根据检查等判断疾病或问题	diagnose a patient with asthma	诊断一名患者患有哮喘	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	可用 diagnose a condition；说患者时用 diagnose someone with a condition。
健康与医疗	prescribe	v.	由合资格人员开具药物或治疗方案	prescribe medication	开具药物处方	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
健康与医疗	surgery	n.	通过手术进行治疗；另有诊所等义	undergo surgery	接受手术	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	治疗过程义通常不可数；a surgery 在英式还可表示诊所，不能一律译成一台手术。
健康与医疗	surgeon	n.	实施外科手术的医生	a specialist surgeon	专科外科医生	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
健康与医疗	nurse	n.	受过专业训练、提供护理的人员	a qualified nurse	具备资格的护士	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
健康与医疗	clinic	n.	提供门诊或专科诊疗的机构	attend a local clinic	到当地诊所就诊	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
健康与医疗	hospital	n.	提供诊疗和住院服务的机构	be admitted to hospital	入院接受治疗	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
健康与医疗	healthcare	n.	维持健康和治疗疾病的服务	access to healthcare	获得医疗服务的条件	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
健康与医疗	hygiene	n.	保持清洁以维护健康的做法	good personal hygiene	良好的个人卫生	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
健康与医疗	nutrient	n.	身体或生物生长活动所需的营养物质	essential nutrients	必需营养素	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
健康与医疗	protein	n.	一类营养物质和构成身体组织的分子	a source of protein	蛋白质来源	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
健康与医疗	fibre	n.	此处指食物中的膳食纤维；美式作 fiber	foods high in fibre	膳食纤维含量高的食物	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
健康与医疗	calorie	n.	食物能量常用的计量单位	daily calorie intake	每日能量摄入	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
健康与医疗	hydration	n.	身体获得和保持水分的状态或过程	maintain adequate hydration	保持适当的水分状态	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
健康与医疗	metabolism	n.	生物体内维持生命的化学过程	the body's metabolism	身体的新陈代谢	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
健康与医疗	immunity	n.	对特定感染等的免疫防御；另有豁免义	immunity to an infection	对某种感染的免疫力	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
健康与医疗	acute	adj.	此处指突发或短期发展的疾病状态	an acute illness	急性疾病	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	acute 与 chronic 区分病程特点，不简单等于严重与轻微。
健康与医疗	contagious	adj.	可在人或生物之间传播的	a contagious disease	可传播的传染病	https://www.oxfordlearnersdictionaries.com/topic/category/health	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
城市与交通	resident	n.	居住在某地的人	local residents	当地居民	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	neighbourhood	n.	住所周围的街区；美式作 neighborhood	a quiet neighbourhood	安静的街区	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	suburb	n.	城市外围的住宅区	live in a suburb	住在郊区	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	urban	adj.	城市的	urban development	城市发展建设	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	rural	adj.	乡村的	rural communities	乡村社区	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	housing	n.	供居住的房屋；集合、通常不可数	affordable housing	负担得起的住房	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	infrastructure	n.	交通、水电等基本设施	invest in transport infrastructure	投资交通基础设施	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	facility	n.	为特定活动提供的设施	public sports facilities	公共体育设施	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	congestion	n.	道路等过度拥挤的状态	reduce traffic congestion	缓解交通拥堵	https://www.oxfordlearnersdictionaries.com/definition/english/congestion	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；扩展词的拼写已与 Oxford 词典在线词头核对。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	commute	v.	往返于住处与工作地点	commute by train	乘火车通勤	https://www.oxfordlearnersdictionaries.com/definition/english/commute_1	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；扩展词的拼写已与 Oxford 词典在线词头核对。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	pedestrian	n.	步行的人	a pedestrian crossing	人行横道	https://www.oxfordlearnersdictionaries.com/definition/english/pedestrian_1	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；扩展词的拼写已与 Oxford 词典在线词头核对。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	pavement	n.	英式：道路旁的人行道；美式常称 sidewalk	walk along the pavement	沿人行道行走	https://www.oxfordlearnersdictionaries.com/definition/english/pavement	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；扩展词的拼写已与 Oxford 词典在线词头核对。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	junction	n.	道路交汇处	a busy road junction	繁忙的道路交叉口	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	crossroads	n.	十字路口；形式以 s 结尾	turn left at the crossroads	在十字路口左转	https://www.oxfordlearnersdictionaries.com/definition/english/crossroads	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；扩展词的拼写已与 Oxford 词典在线词头核对。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	lane	n.	车道；也可指小路	a dedicated cycle lane	自行车专用道	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	route	n.	从一地到另一地的路线	plan a bus route	规划公交路线	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	fare	n.	乘坐交通工具的票价	pay the bus fare	付公交车费	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	timetable	n.	交通服务或课程的时刻表	check the train timetable	查看火车时刻表	https://www.oxfordlearnersdictionaries.com/definition/english/timetable_1	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；扩展词的拼写已与 Oxford 词典在线词头核对。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	platform	n.	车站站台；另有平台义	wait on the platform	在站台等候	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	passenger	n.	乘客	carry more passengers	运送更多乘客	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	vehicle	n.	汽车等运载工具	an electric vehicle	电动车辆	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	parking	n.	停车行为或停车空间	limited parking space	有限的停车空间	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	accessible	adj.	容易到达或使用的	wheelchair-accessible buses	轮椅可进入的公交车	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	maintain	v.	维护，使保持良好状态	maintain public roads	维护公共道路	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	expand	v.	扩大规模或范围	expand the rail network	扩建铁路网	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
城市与交通	density	n.	每单位面积内人或事物的数量	high population density	高人口密度	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
城市与交通	population	n.	某地居住的人口总数	a growing urban population	不断增长的城市人口	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
城市与交通	migration	n.	人群或动物从一地迁往另一地	rural-to-urban migration	从农村到城市的迁移	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
城市与交通	urbanisation	n.	人口和活动逐渐向城市集中的过程；美式常作 urbanization	rapid urbanisation	快速城市化	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
城市与交通	settlement	n.	人们集中居住的地方；另有协议义	a small coastal settlement	沿海小聚居地	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
城市与交通	district	n.	城市或地区内划分出的区域	a residential district	住宅区	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
城市与交通	municipality	n.	有本地自治管理机构的城镇或行政区	services provided by the municipality	市镇政府提供的服务	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
城市与交通	tenant	n.	租住或租用他人房产的人	protect tenants' rights	保护租户权益	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
城市与交通	landlord	n.	向他人出租房产的房东	contact the landlord	联系房东	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
城市与交通	rent	n.	使用他人房屋等支付的租金	pay monthly rent	按月交租金	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
城市与交通	mortgage	n.	以房产等作担保的贷款，通常用于购房	take out a mortgage	办理房屋抵押贷款	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
城市与交通	estate	n.	一片统一开发或管理的房地产；另有遗产义	a housing estate	集中开发的住宅区	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
城市与交通	skyscraper	n.	特别高的城市建筑	a modern skyscraper	现代摩天大楼	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
城市与交通	apartment	n.	较大建筑中独立的一套住房	rent a small apartment	租一套小公寓	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
城市与交通	demolition	n.	拆除建筑物的行为	the demolition of an old factory	旧厂房的拆除	https://learnenglish.britishcouncil.org/free-resources/vocabulary/b1-b2/around-town	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
